sl_no,project_name,agency,project_code,state,ministry,sector,approval_mm_yyyy,doc_original,doc_revised,cost_original_cr,cost_revised_cr,expenditure_cr,physical_progress_pct,report_period,cost_overrun_pct,time_overrun_months,planned_duration_months
812,6L Access Controlled Greenfield Highway from Vankarakunta Ch. 45700 to Odulapalle Ch. 72000 of [NH-544G]Package-3,NHAI,618716,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12/2022,03/2026,03/2027,992.91,888.07,320.05,77.21,2026-06,-10.5589,12.0,39
813,6L Access Controlled Greenfield Highway from Vanavolu Ch. 24300 to Vankarakunta Ch. 45700 of [NH-544G] Package-2,NHAI,618717,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,01/2023,03/2026,02/2027,750.81,626.91,250.23,86.13,2026-06,-16.5022,11.0,38
814,6L Access Controlled Greenfield Highway from Kavulakuntla Ch. 196000 to Narayanmpet Ch. 203500Package-09,NHAI,618718,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,02/2027,12/2027,1092.18,956.4,200.13,47.73,2026-06,-12.432,10.0,48
815,6L Access Controlled Greenfield Highway from Mallapalle Ch. 176000 to Kavulakuntla Ch. 196000 Package-08,NHAI,618719,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,02/2026,07/2027,909.02,751.81,289.88,60.57,2026-06,-17.2944,17.0,36
816,6L Access Controlled Greenfield Highway from Audireddipalle Ch. 160000 to Mallapalle Ch. 176000Package-07,NHAI,618720,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,03/2026,04/2027,987.1,848.06,338.11,70.51,2026-06,-14.0857,13.0,37
817,6L Access Controlled Greenfield Highway from Chandrasekharapuram Ch. 228000 to Polavaram Ch. 260000of [NH-544G] Package-11,NHAI,618721,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,02/2026,08/2027,1292.65,1110.33,337.78,60.8,2026-06,-14.1044,18.0,36
818,Khammam-Devarapalle Pkg V [4L Access Controlled Greenfield from Gurvaygudem village to Devarapalle village Design Chainage 132664 to 162126,NHAI,618749,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12/2020,09/2024,07/2026,711.94,926.48,566.96,100.0,2026-06,30.1346,22.0,45
819,4L PS Mydukur - Badvel from Km 585.820 to Km 630.960 of NH-67,NHAI,618759,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,05/2022,09/2025,10/2026,1063.57,1103.87,585.5,90.4,2026-06,3.7891,13.0,40
820,4L of Pileru to Kalur Section from Km 55.900 to Km 92.800 & Km 94.500 to Km 95.717 of NH-71Package-II,NHAI,618777,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2022,11/2025,08/2026,1877.47,592.85,246.41,98.84,2026-06,-68.4229,9.0,44
821,4L of Madanapalle to Pileru Section from Km 0.000 to Km 55.900 of NH-71Package-I,NHAI,618778,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2022,01/2025,07/2026,1877.47,1994.1,1182.65,94.9,2026-06,6.2121,18.0,35
822,Development of 4L Road from Samarlakota to Achampeta Junction as part of Kakinada Port Connectivity to NH-16 Rajanagaram Junction in East Godavari District,NHAI,618803,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,09/2022,08/2025,12/2026,645.63,750.2,680.06,92.1,2026-06,16.1966,16.0,35
823,Dedicated Port road to Krishnapatnam Port Package-I from Km. 0.000 to Km. 18.000,NHAI,618804,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2018,12/2020,03/2027,348.72,341.36,303.73,78.95,2026-06,-2.1106,75.0,33
824,6L Connectivity to Port Road from Sabbavaram Sheelanagar-NH516C,NHAI,618805,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12/2024,02/2028,02/2028,977.33,977.33,127.79,6.3,2026-06,0.0,0.0,38
825,Improvement of 4L road to 6L road and 4L dedicated Port Roads for the Port connectivity road from Convent junction to Sheelanagar Junction,NHAI,618806,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,01/2023,02/2026,12/2026,685.99,680.21,478.52,79.0,2026-06,-0.8426,10.0,37
826,"4L Greenfield Road connecting North and South industrial cluster of Khandaleru Creek near Krishnapatnam port at Thamminapatnam to Mollur from Km 0.0 to Km 16.046, Part I & 6L extension of dedicated port road of NH-67 Km 18.0 to Km 19.3, Part II",NHAI,618807,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,08/2022,09/2025,01/2027,609.43,559.98,552.88,81.81,2026-06,-8.1141,16.0,37
827,4 Laning of NH-544D from Km 0.000 to km 37.000 of Anantapur- Muchukota section Pkg-1,NHAI,618826,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10/2022,07/2025,08/2026,907.76,905.98,468.12,91.97,2026-06,-0.1961,13.0,33
828,4 Laning of NH-544D from Km 37.000 to km 69.000 of Muchukota- Bugga section Pkg-2,NHAI,618827,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10/2022,08/2025,12/2026,1097.57,1055.23,466.89,82.05,2026-06,-3.8576,16.0,34
829,Access Controlled Highway of 4 Lane with Paved Shoulders from TN/AP Border Design Chainage Km 6151 to Puttur Design Chainage Km 81540 of NH-716 & 6 Lane with Paved Shoulders from Mallavaram to Renigunta,NHAI,618920,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2024,12/2026,03/2027,1346.82,1260.37,188.66,39.57,2026-06,-6.4188,3.0,33
830,Six Laning of Vijayawada Bypass from Chinna Avutapalli to Gollapudi in Vijayawada - Gundugolanu Section from km. 0.00 to km. 30.00 Pkg-III,NHAI,619076,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,01/2020,02/2023,09/2026,1581.24,1883.71,1024.75,98.2,2026-06,19.1287,43.0,37
831,4 L of China Orampadu-Renigunta section of NH-716 Package-II of Kadapa- Renigunta section,NHAI,619102,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12/2022,03/2028,03/2028,1500.11,1500.11,120.46,0.0,2026-06,0.0,0.0,63
832,6L Jakkuva Korlam Section of NH-130CD Road from km 396.800 to km 421.100 Pkg 2,NHAI,619111,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2021,03/2024,07/2026,840.51,840.51,573.89,99.5,2026-06,0.0,28.0,37
833,6L Kantakapalle Sabbavaram Section of NH-130CD Road from Km 445.100 to Km 464.662 Pkg-4,NHAI,619112,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2021,10/2024,12/2026,1012.57,1012.57,702.32,84.0,2026-06,0.0,26.0,44
834,6L Access Controlled Greenfield Highway from Narayanmpet Ch. 203500 to Chandrasekharpuram Ch. 228000Package-10,NHAI,619123,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,02/2026,07/2027,813.66,678.21,223.05,66.12,2026-06,-16.647,17.0,36
835,6L Access Controlled Greenfield Highway from Polavaram Ch. 260000 to Marripudi Ch. 285500 of [NH-544G]Package-12,NHAI,619124,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,02/2026,05/2027,747.29,626.83,242.62,70.2,2026-06,-16.1196,15.0,36
836,6L Access Controlled Greenfield Highway from Somavarappadu Ch.314.600 to Muppavaram Ch.343240 of [NH-544G] Package-14,NHAI,619125,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,02/2026,10/2027,1103.9,943.66,259.07,44.56,2026-06,-14.5158,20.0,36
837,6L Access Controlled Greenfield Highway from Marripudi Ch. 285500 to Somavarappadu Ch. 314600 of [NH-544G] Package-13,NHAI,619126,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2023,02/2026,04/2027,976.41,798.71,370.82,73.0,2026-06,-18.1993,14.0,36
838,6L of Naidupeta Junction - Turpukanupur Section from km 57.046 to km 91.927,NHAI,619140,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,08/2022,10/2025,10/2027,1398.84,965.58,374.07,48.9,2026-06,-30.9728,24.0,38
839,Construction of four lane access controlled highway from Chillakuru cross road to Turpu KanupurPart 1 of Package - II km 0.000 131.500 of NH - 16 to km 23.770 on New NH-516W including six lane flyover and approaches on NH-16 length km 1.050 and six lane access controlled from Turpu Kanupur to Port South Gate Part 2 of Package - II km 23.770 to km 35.015 on New NH-516W in the state of Andhra Prades,NHAI,619141,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,08/2022,12/2025,03/2026,864.2,844.39,358.97,54.11,2026-06,-2.2923,3.0,40
840,Balance works in AP Portion and punch list items in TN & AP portion of NH-205,NHAI,619160,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,10/2022,01/2025,01/2026,166.52,113.46,98.52,100.0,2026-06,-31.864,12.0,27
841,Construction of 2-lane road of Potin to Pangin section of NH-13 from Km 163.59 to Km 206.66 Package-5 on EPC Mode in the State of Arunachal Pradesh under Arunachal Pradesh Package of Roads and Highways of SARDP-NE [Job No SARDP-NE/P- P/Pkg-A/NH-13/Ar.Pr./PWD/2018-19/116],MoRTH,617892,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,03/2019,11/2023,07/2026,450.65,450.65,345.01,96.61,2026-06,0.0,32.0,56
842,4-Laning of Itanagar to Bandardewa section of NH-415from km 40430 to km 51735 Package-Bon EPC Mode in the state of Arunachal Pradesh Job NO. 415/Ar. P/2020- 21/031,MoRTH,618033,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,06/2020,12/2024,07/2026,496.47,496.47,171.91,51.37,2026-06,0.0,19.0,54
843,"Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang Package- III from design Km 60.000 to Km 121.500 Design Length 61.500 km, Greenfield Section of Frontier Highway NH-913 in the State of Arunachal Pradesh on EPC Mode Pkg-3",NHIDCL,618401,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2024,07/2028,07/2028,1418.67,1418.67,0.0,1.7,2026-06,0.0,0.0,53
844,"Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang from Design Km 0.000 to Km 53.000 Design Length 53.000 km, Greenfield Section of Frontier Highway NH-913 in the State of Arunachal Pradesh on EPC Mode Package-I",NHIDCL,618402,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2024,02/2028,03/2028,1262.43,1262.43,245.19,18.1,2026-06,0.0,1.0,48
845,Construction of Intermediate Lane Road with hard shoulder from design Km 0.000 to Km 17.387 Total length 17.387 km of Hunli to Ithun Bridge section on NH-913 Frontier Highway in State of Arunachal Pradesh on EPC mode under NHO-NE,NHIDCL,618403,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2024,01/2027,01/2027,275.5,275.5,0.0,54.11,2026-06,0.0,0.0,35
846,Construction of lntermediate Lane Road with hard shoulder from design chainage Km 0.000 to Km 53.040 Existing Length68.500 Km & Total Design length 53.04 km of Tato to Monigong section of NH-913 Frontier Highway on Nafra Bomdila to Vijaynagar along China border in state of Arunachal pradesh on EPC mode,NHIDCL,618404,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12/2023,11/2027,11/2027,625.61,625.61,0.0,21.97,2026-06,0.0,0.0,47
847,"Construction of Intermediate Lane of Pango to Jorging Road from 0000 to Design Km Design Km 40000 Design Length 40.00 Km, Pkg-l, Greenfield Alignment in the State of Arunachal Pradesh on EPC mode Pkg-1",NHIDCL,618405,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,01/2024,07/2027,07/2027,898.19,898.19,0.0,39.8,2026-06,0.0,0.0,42
848,Construction of Balance work of 2-Lane with PS of Joram Koloriang Road from existing Km122.600 to km138.00 [Design Km108.724 to Km123.714] in Arunachal Pradesh on EPC Mode under SARDP-NE Pkg-7,NHIDCL,618433,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2017,04/2022,04/2026,184.89,184.89,0.0,99.69,2026-06,0.0,48.0,62
849,Roing-Hunli Road Greenfield Alignment Project,NHIDCL,618434,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,02/2017,03/2022,10/2026,1718.59,1718.59,189.24,82.32,2026-06,0.0,55.0,61
850,Construction of 2-Laning with hard shoulders of Demwe-Brahmakund section of NH- 13 from Ch.0.00 km to 18.464 km on EPC under SARDP-NE NHO-NE -Balance Work,NHIDCL,618445,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,08/2020,12/2027,12/2027,353.9,353.9,0.0,19.55,2026-06,0.0,0.0,88
851,"lmprovement and Widening to 2 lane with paved Shoulder of NH-15 old NH-52 from Existing Km 770.600 Design Km 24.819 to Existing km 805.750 Design Km 59.885 Kamlang T-Junction to Chowkham, Existing Length 35.150 Km, Design Length-35.066 Km in the state of Arunachal Pradesh on EPC mode Pkg-2",NHIDCL,619014,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12/2023,02/2028,02/2028,316.73,316.73,0.0,11.74,2026-06,0.0,0.0,50
852,"lmprovement and Widening to 2-lane with Paved Shoulder of NH-13 & 15 Old NH-52 from Existing Km 745.60 Design Km 0.000 to Existing km 770.600 Design Km 24.819 Brahmakund T-junction to Kamlang T-Junction, Existing Length 25.00 Km, Design Length 24.819 Km in the state of Arunachal Pradesh on EPC mode Pkg-1",NHIDCL,619248,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,12/2023,06/2028,-,441.41,441.41,0.0,0.0,2026-06,0.0,,54
853,Construction of Mangaldoi Bypass NH-15 starting at Ch 26400 and terminating at Ch 41505 under Rangia NH Division L 15.105 Km in the State of Assam. Job No. 15/AS/2021-22/234,MoRTH,617895,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2022,04/2025,12/2026,535.03,535.03,209.27,75.82,2026-06,0.0,20.0,37
854,"Construction of 4 lane Gauripur Bypass Starting bfrom Km 852.56 of NH- 31Dumardoha Pt-II and Terminating at Km 862.17 Baladmara via. Khudimari Pt.- II, Fulkumari, Charaldanga, Sajuakuti,Geramari Pt.-III and finally meeting at km 862.17 of NH-17New/ NH-31Old in the State of Assam under EPC Mode Job no. 31/AS/ 2023- 24/265",MoRTH,617896,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2024,10/2026,10/2026,421.15,421.15,0.0,20.8,2026-06,0.0,0.0,31
855,Construction of 2 lane Barpeta Bypass from Km 77900Baradi to Km 86150 Deurikuchi Length8.25Km on NH-427 in the state of Assam under EPC ModeJob No.427/AS/2022-23/245,MoRTH,618034,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2023,08/2026,08/2026,173.65,173.65,11.38,20.0,2026-06,0.0,0.0,41
856,"Construction of new 2 Lane with paved shoulders of NH Standards from km 0.080 to km 11.690 L11.610 km in Majuli and from km 19.715 to km 27.484 L 7.769 km in Jorhat on the newly declared NH 715K and construction of 1.10 km flyover on NH-715 with its approaches and service roads L1.10 km, Total Length 20.479 km in the State of Assam Job No. 715K/AS/2023-24/256",MoRTH,618159,Assam,Ministry of Road Transport & Highways,Roads & Highways,02/2024,03/2027,03/2027,382.1,382.1,26.05,6.3,2026-06,0.0,0.0,37
857,"Construction of 2 lane Major Bridge including approaches over Brahmaputra between Majuli on North Bank and Jorhat on South Bank from km. 11.690 to km. 19.715 length of bridge 6,812.5m Package - II on NH-715K in the state of Assam Job no. 715/AS/2020-21/213",MoRTH,618160,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2025,12/2027,12/2027,1019.17,1019.17,0.0,3.25,2026-06,0.0,0.0,33
858,4-L Bilasipara-Guwahati Package-10,NHIDCL,618282,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2023,06/2026,03/2027,1264.9,1264.9,603.33,64.48,2026-06,0.0,9.0,39
859,4-L Bilasipara-Guwahati Package-9,NHIDCL,618283,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2023,06/2026,03/2027,1000.27,1000.27,490.64,59.78,2026-06,0.0,9.0,39
860,Widening/Improvement to 4-Lane with paved shoulder from Km 99930 to Km 143680 Design Chainage 96000 to 139750 of Paikan to Dhupdhara Sahar of Bilasipura- Guwahati Road on NH-17 in the state of Assam on EPC mode under Bharatmala Pariyojana in Economic Corridors Project Length 43.750km under NHO-NE Package- 8,NHIDCL,618284,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2023,12/2026,12/2026,1457.59,1457.59,926.96,85.87,2026-06,0.0,0.0,45
861,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km 4385 across River Brahmaputra on NH-17 at Jogighopa in Assam on EPC mode,NHIDCL,618286,Assam,Ministry of Road Transport & Highways,Roads & Highways,09/2021,11/2024,12/2026,746.76,746.76,426.91,81.07,2026-06,0.0,25.0,38
862,"Widening/Improvement to 4-Lane with paved Shoulder from Ch. 25.633 Km to Ch. 52.470 Km Design Ch. 21.850 Km to Ch.48.670 Km for Package-2 of Bilasipura- Guwahati road NH-17 Section Near Mowatari, before Chapar Bypass to Tulungia junction with NH-17 in the state of Assam on HAM mode under NHO-NE Package-2",NHIDCL,618287,Assam,Ministry of Road Transport & Highways,Roads & Highways,11/2023,06/2027,06/2027,1338.61,1338.61,0.0,12.45,2026-06,0.0,0.0,43
863,"Widening/lmprovement to 4-Lane with Paved Shoulder from Ch.5.580 Km to Ch.25.633 Km Design Ch.0.000 Km to Ch.17.737km Km 901.100 to Km 921.145 of old NH-31 of Bilasipara- Guwahati road NH-17 Section Near Chirakuta to near Mowatari, before Chapar Bypass in the state ol Assam on HAM mode Package-1",NHIDCL,618288,Assam,Ministry of Road Transport & Highways,Roads & Highways,02/2024,08/2027,08/2027,1081.15,1081.15,0.0,32.59,2026-06,0.0,0.0,42
864,Construction and up gradation to 4-Lane of existing two lane with paved shoulder from Hapachara to Tulungia road of NH-117 of existing Km 0.00 to km 14.050 and Design Km 0.000 to km 14.660 under BMP on EPC mode,NHIDCL,618289,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2020,12/2022,03/2026,224.85,224.85,209.94,97.76,2026-06,0.0,39.0,33
865,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on NH- 37 Old NH-53 at Kalinagar Pt.-I Village to Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Package-2,NHIDCL,618308,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2023,02/2027,02/2027,676.18,728.97,0.0,57.17,2026-06,7.8071,0.0,47
866,Widening/lmprovement to 4-Laning and Greenfield alignment with Paved shoulder of Silchar-Badarpur Churaibari section of NH-37 & NH-8 from Design chainage 38.600 End point of proposed Badarpur Bypass to Km. 62.800 Start point of proposed Nilambazar/Cheragi Bypass in the state of Assam on HAM Mode Package-4,NHIDCL,618309,Assam,Ministry of Road Transport & Highways,Roads & Highways,02/2024,08/2027,08/2027,1319.55,1319.55,0.0,25.16,2026-06,0.0,0.0,42
867,Widening/lmprovement to 4-L of Karimgani - sutarkandi section of NH 37 from design Ch 0020 Start of proposed Karimganj Bypass from NH -8 to design Chainage Km 14380 near Sutarkandi Spur Connectivity to Indo/Bangladesh Border on Silchar- Churaibari in the State of Assam on HAM Mode Package-7,NHIDCL,618310,Assam,Ministry of Road Transport & Highways,Roads & Highways,02/2024,02/2027,02/2027,791.79,791.79,0.06,41.88,2026-06,0.0,0.0,36
868,Widening/lmprovement to 4-Lane with Paved shoulder for existing as well as Greenfield alignment of Badarpur Churaibari section of NH-8 from Design chainage 87.700 Chandkhira to Km. 106.500 Churaibari section Assam-Tripura border in the state of Assam on HAM Mode Package-6,NHIDCL,618311,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2024,03/2027,03/2027,870.0,870.0,0.0,40.99,2026-06,0.0,0.0,36
869,Widening/lmprovement to 4-Lane with Paved Shoulder from existing road and Greenfield alignment form Design Ch. 62.800 start of proposed Nilambazar/Cheragi Bypass to Design Ch. 87.700 near Chandkhira Village of NH-8 on Silchar-Churaibari in the state of Assam on HAM Mode Package-5,NHIDCL,618312,Assam,Ministry of Road Transport & Highways,Roads & Highways,02/2024,10/2027,10/2027,1258.13,1258.13,0.0,14.04,2026-06,0.0,0.0,44
870,Widening/lmprovement of Existing 2 lane to 4-Laning of Karimganj-Silchar section of NH-37 from Design Ch 0.000 near Silchar ISBT to Design Ch 15.970 near Kalinagar Pt I on NH-37 in Assam on HAM Mode Pkg-1,NHIDCL,618313,Assam,Ministry of Road Transport & Highways,Roads & Highways,03/2024,09/2027,09/2027,1181.55,1181.55,0.0,41.26,2026-06,0.0,0.0,42
